loan_amnt,int_rate,emp_length,annual_inc,delinq_2yrs,earliest_cr_line,total_acc,total_bal_ex_mort
18700,18.55,4,52000,0,3341,18,60264
21000,13.67,2,82160,0,3826,17,44006
16000,13.99,10,43000,2,7297,39,40308
10000,7.89,2,35000,0,6110,23,87615
20000,5.32,6,120000,0,5532,27,50217
16200,15.61,1,36000,1,8028,12,32549
2100,6.89,5,60000,0,7236,12,25154
16000,7.89,2,100000,0,7358,44,58932
25000,14.65,10,100000,0,9701,51,47451
18000,12.69,3,55000,0,4071,19,32375
10200,6.89,6,77000,0,4041,42,75440
8725,18.84,0,25000,0,12837,18,30040
9000,12.69,3,51500,2,2153,18,15596
31200,9.99,5,150000,0,9277,25,21877
12000,12.69,10,130000,1,5106,10,34244
8000,9.17,10,125000,0,10250,38,75275
8975,13.99,1,68000,0,2062,9,19205
18000,7.89,1,65000,1,6110,20,63484
10975,16.55,3,32000,0,6202,39,19125
15000,16.49,1,46000,0,2427,12,27413
4500,9.99,10,48000,0,9002,11,26779
18500,7.26,1,75000,0,6536,30,271271
18000,13.33,10,75000,0,4041,31,42171
3000,12.39,5,35000,1,5106,18,15102
15000,6.92,10,100000,4,7236,37,13383
3600,12.29,8,60000,0,9489,9,33242
12000,17.57,6,56500,0,9611,26,26646
14375,14.99,10,40000,0,10889,18,13777
5375,18.55,0,15864,0,6141,9,16286
14150,9.99,1,84000,0,4588,37,93117
32000,16.99,7,310000,0,5714,26,78026
35000,12.29,7,172000,2,12199,23,90694
15000,11.99,2,75000,0,2914,9,11345
20000,15.59,1,88000,0,4894,23,26394
21100,20.49,4,60000,0,6963,43,45704
10000,11.53,2,30000,0,5014,30,19885
14000,17.86,10,56000,1,10766,46,59779
10000,7.89,1,60000,0,10097,21,15184
14000,9.17,10,34000,0,6080,17,16553
21000,8.67,10,70000,1,7144,31,27235
17925,17.86,7,38987.67,0,4710,14,41525
28000,13.67,6,105000,0,9701,26,63984
8000,14.65,10,41000,0,4467,21,21075
5000,15.61,10,67000,2,6141,24,50774
10000,10.99,10,43000,0,5349,20,16724
35000,10.49,1,135000,0,8727,21,122585
9550,12.29,10,40000,0,11011,22,27917
25000,8.18,10,91000,0,6110,20,61591
16500,23.99,10,55000,0,7297,42,64819
8000,11.53,10,82000,0,5958,28,40498
8000,9.17,1,44800,0,5318,45,185772
22200,19.19,10,90000,0,5198,36,77391
20000,13.67,1,235000,0,7694,47,386224
15000,8.18,10,60000,0,12533,38,48102
25000,13.99,10,70000,0,4071,12,39389
24000,6.24,2,95000,0,6233,13,21647
32000,18.25,8,114324,0,6049,42,133200
10000,20.49,2,30000,0,3127,20,36122
4300,10.78,4,45000,1,3311,9,31168
18000,12.59,2,60000,2,4071,35,54261
35000,10.99,10,150000,0,7694,25,83612
25000,9.17,9,60000,0,5775,14,29711
6500,9.99,4,55000,1,4772,12,12479
28000,13.99,10,82990,2,13994,81,87019
10000,6.39,3,42000,0,4619,32,36962
5000,15.61,1,32000,0,6263,26,41166
23000,13.33,1,135000,0,5744,33,36770
8000,9.99,10,66090,0,4863,19,22173
18000,10.99,0,95000,1,12380,29,30812
21000,9.17,3,90000,0,6536,36,61675
24000,11.22,5,52000,0,7450,26,32226
25000,9.17,8,130000,0,6080,15,50111
8000,12.29,3,49000,0,3249,25,42987
16150,21.99,10,43140,2,8332,30,5991
9000,9.76,1,70000,2,7419,22,22216
4000,8.18,4,32219,0,4528,17,64490
8000,12.69,2,40000,0,8059,32,29728
12000,13.66,5,58000,0,4344,60,124308
21000,9.99,0,60000,0,9216,19,51165
6000,15.61,4,38000,0,4163,27,30745
19000,12.29,5,130000,0,5805,14,19275
9300,16.99,10,35000,1,2822,21,23717
15000,10.99,10,120000,0,6871,13,5729
25000,10.49,10,72800,0,12592,27,41356
11400,6.89,10,74638,0,6294,24,91245
7000,8.18,3,50000,0,7724,22,21214
8000,16.99,10,72000,0,4894,52,137196
32000,7.49,10,105000,0,10554,16,117360
5000,10.99,6,50000,0,4163,34,33389
25000,13.18,9,110000,0,4557,16,46372
30000,12.05,1,75000,1,10738,30,15083
9625,8.18,10,40000,0,16490,30,83867
21575,6.24,10,54995,0,5287,18,23478
8400,10.49,3,35000,1,5198,28,8102
13550,10.99,10,42000,0,8574,30,25250
10000,12.29,1,41000,0,1972,11,18698
12075,22.99,3,56000,0,5989,18,42292
15000,8.38,10,160000,0,14329,38,62639
4000,7.89,1,54000,0,4071,32,35653
12000,8.18,1,38000,1,4041,32,54170
20000,6.39,3,180000,0,8546,29,23421
12000,16.99,10,60000,1,6202,51,227159
21000,8.18,10,110000,0,7906,37,60740
10000,14.48,2,80000,0,7541,9,38449
21500,19.99,1,43000,0,8271,14,44472
35000,11.53,10,75000,0,6141,24,53316
35000,9.99,10,400000,0,9093,48,187891
8000,13.99,1,40000,0,2184,7,23317
12800,6.92,5,85000,0,3158,13,30708
29900,15.61,2,125000,0,2123,22,18106
20000,8.18,0,70000,0,6871,16,100205
12000,9.99,4,60000,0,8240,42,123856
8000,11.44,9,52000,0,5259,15,36463
1200,13.66,3,35000,0,5805,24,39358
4000,11.99,1,113000,8,6598,50,167951
8000,11.49,0,20921.76,0,5775,17,8139
10000,16.55,10,95000,0,3188,15,44651
16000,17.57,10,98000,0,3523,25,41480
15000,13.33,10,45000,0,6141,14,49529
20000,13.99,2,60000,0,16551,20,45840
6225,16.49,2,27000,0,2000,4,8357
15000,7.89,2,75000,0,4710,33,80370
26000,6.89,0,90900,0,11315,16,49379
20000,10.99,6,109000,0,13049,27,105946
10000,10.99,10,96000,0,4953,18,38494
5400,15.61,10,65000,8,7236,34,30547
11850,17.57,4,33000,0,2761,12,31282
12000,6.24,10,90000,0,7419,62,91939
35000,16.55,1,242000,2,6748,23,26905
10000,11.22,3,39000,1,4741,42,20397
15000,14.65,4,110000,0,7997,49,59271
15000,12.29,9,90000,0,6932,60,91661
7800,15.59,5,26000,0,5137,28,31906
10000,9.17,10,125000,1,7936,25,29360
14400,20.99,10,40000,0,4619,28,21840
19950,17.57,8,50000,2,5897,41,31285
10350,12.99,2,88794,0,7602,25,18742
9600,9.99,7,55000,7,5836,49,81113
13175,16.55,0,28650,0,11284,13,37920
4200,11.22,4,50000,0,3584,34,47099
8000,13.99,10,38000,0,6110,23,114730
13500,18.84,3,234000,1,5440,68,11259
14400,6.24,3,52000,0,5836,15,15837
8750,18.55,10,44000,1,5075,14,4300
9000,9.49,3,38000,0,8666,24,26058
35000,11.53,10,101000,0,8940,47,59284
31200,13.99,10,93700,0,6993,27,37242
12000,9.17,0,67000,0,5471,17,20795
16000,9.99,5,45000,0,9063,11,19409
6800,12.69,10,80000,2,9732,13,34137
16000,7.49,10,65000,0,8697,16,34346
21000,15.99,10,55000,1,4922,16,51146
13000,9.17,10,40173,0,7785,13,15979
17000,10.99,10,100000,0,4314,18,61322
6000,12.99,0,50000,1,8911,21,19636
10000,9.99,6,95000,0,10280,32,81921
35000,11.22,1,181000,0,6748,40,80126
25000,6.89,2,90823,0,4741,50,269006
31200,18.25,1,65000,0,5593,22,37813
8500,12.29,2,60000,0,4894,17,16255
6000,10.99,2,30000,1,7024,21,42499
15000,7.89,7,65000,2,9550,33,19548
28800,8.67,1,119000,1,8089,34,39363
18000,7.89,10,48000,0,5075,22,29308
8000,8.18,2,65000,3,7358,16,6585
25000,13.18,3,75000,1,10677,25,16792
17075,8.18,10,43000,0,10524,33,26681
26000,20.99,0,80000,0,3372,29,29972
10500,12.69,3,62000,1,11254,21,40854
12600,19.19,7,117000,0,4922,13,27443
35000,18.55,5,100000,0,6080,19,26327
16000,16.99,10,65000,0,4132,18,55790
25000,7.89,10,69000,0,7541,22,28852
20000,14.65,9,180000,4,8636,43,101792
21200,15.41,2,75000,2,6080,28,88497
6000,14.65,1,42000,2,2702,27,58008
6600,6.89,2,43000,0,6506,22,22405
12000,14.65,10,53000,0,3249,18,33652
10000,7.49,6,54000,1,5471,29,69931
11875,17.86,1,65000,1,3584,15,39194
20000,12.29,6,208000,0,12227,27,132602
25000,15.61,10,250000,1,6049,54,283470
16000,12.29,10,50000,1,9642,38,67824
5000,8.18,10,60000,1,6598,13,19511
35000,16.99,4,160000,0,6993,36,110847
9950,16.99,9,98000,0,6840,35,147585
16000,9.17,10,41000,0,6779,28,45582
15100,17.57,2,35000,0,6475,22,26321
35000,6.92,1,275000,0,13294,40,326270
18000,15.61,5,74000,0,3888,21,50454
12000,7.89,10,48000,0,8697,23,19925
35000,13.99,10,141000,0,9063,35,83112
5000,6.99,10,54000,0,5198,14,3456
14625,19.52,9,60000,0,5198,28,46330
18000,15.61,1,88000,0,5563,18,10333
6500,6.92,1,60000,0,3737,34,107013
20000,9.99,1,45000,1,5259,19,24671
12000,5.93,2,36000,0,8727,15,22308
12500,15.99,10,60000,0,5075,16,59939
18675,12.69,7,89000,0,10007,37,84082
35000,19.99,1,115000,0,5563,41,165596
20000,12.29,2,58000,0,4041,13,38309
20000,6.24,10,145000,0,8880,18,55868
11000,11.22,6,43000,0,7479,30,20414
3500,12.29,10,70000,0,2945,5,462644
26375,24.5,4,150000,1,7906,22,84476
15000,6.89,1,50000,0,4741,33,44560
11000,9.99,3,60000,1,4680,19,33523
3000,15.61,8,43000,1,7085,34,26144
12000,13.99,2,35000,1,4680,19,17524
12000,15.61,1,55000,0,6324,32,23874
21250,9.17,1,200000,0,6202,31,110078
24300,12.99,10,85644,0,6567,18,91606
11200,7.26,3,98350,0,5563,23,56396
10000,8.18,5,514621,1,4102,28,36620
24950,13.99,10,82000,0,5287,28,116823
16000,9.17,1,100000,0,4010,17,22432
4625,20.99,1,46690,0,8362,60,51566
7200,12.29,2,40000,0,4680,22,21062
30000,13.33,7,220000,0,10738,24,58562
6000,6.24,10,66000,0,6567,37,3896
2200,12.69,2,52000,0,3737,25,34555
20000,6.24,2,105000,0,5075,13,19701
24000,7.89,4,200000,0,4710,25,62134
29000,10.99,10,75000,0,4344,23,35733
6000,6.24,4,67000,0,3706,10,9375
30000,18.25,10,79000,2,10127,38,32709
32725,28.99,3,75000,3,9915,35,64497
10000,15.59,4,42000,0,3949,18,34878
24000,6.24,10,95000,0,7144,21,31041
8000,15.41,10,70000,3,6748,61,20917
10000,16.99,10,42594,0,5532,18,9258
20000,13.99,5,129000,0,8393,47,228326
14400,9.17,0,43000,0,6720,24,13194
12000,14.65,7,50000,0,1819,14,33784
1500,7.91,10,70000,1,5259,36,53407
25000,13.99,4,160000,0,4436,45,154263
12900,17.86,10,34000,0,6263,17,26652
17400,23.99,10,180000,0,3798,17,17184
5000,14.85,3,38500,2,2853,14,21786
35000,8.19,4,160000,0,6871,14,43030
20000,15.61,10,54000,0,6202,57,81052
30000,21.67,8,84000,1,4710,31,79936
25000,17.57,6,105000,0,1575,12,46333
26875,12.39,1,60000,0,7389,42,43263
3000,8.18,9,41000,0,3706,7,55825
14000,7.26,10,110000,0,4802,15,10665
30000,6.89,1,300000,0,7967,35,164427
10000,8.18,0,36000,0,9732,14,20374
15000,14.65,10,56810,0,5624,48,50711
22075,17.86,10,48000,0,9458,13,37036
15000,5.93,4,100000,0,2945,12,13503
28000,12.69,2,95000,0,5349,17,64280
10425,16.55,8,29000,0,7113,11,29480
17500,10.99,1,50000,0,3127,18,40115
12000,12.69,1,65000,0,5167,18,12664
20675,11.99,1,67000,0,3311,13,75920
10000,6.24,6,38000,0,9854,24,7784
7500,8.18,10,75000,1,6993,15,26394
16950,18.25,1,59500,2,5593,34,54519
5000,7.89,10,132600,0,5928,53,174403
15400,9.17,8,55000,0,9063,17,20664
5000,17.57,5,50000,0,4619,23,4196
15000,7.89,6,65000,0,8636,11,34904
2000,9.17,10,41000,0,5989,36,28872
10600,12.69,10,50000,0,8485,15,40078
6000,6.24,10,80698,1,8150,34,115754
7775,14.65,10,36000,0,5137,8,33651
6000,8.18,9,75000,0,4314,11,13829
7000,12.29,10,62000,0,6628,22,6543
33000,12.05,9,125000,0,9489,30,89067
15000,12.69,10,50000,0,8240,10,16778
33075,16.55,7,108730,0,7816,31,75377
6550,10.99,7,41000,0,7389,5,46623
6000,9.99,2,80000,0,2365,10,23111
4800,18.55,10,16000,0,6171,12,17564
5000,9.99,4,60000,0,5836,25,22901
18000,9.99,9,68000,0,5775,20,20481
21000,15.61,1,115000,0,9701,33,90864
17000,19.99,3,65000,0,5836,20,144621
10200,20.49,10,50000,2,6779,16,17518
25000,17.86,1,70000,0,10797,18,29089
14400,18.25,10,40000,0,6294,16,18635
24000,20.49,10,143000,0,4802,50,131165
5000,13.18,8,83000,1,6110,52,72967
10000,13.99,10,60000,1,7571,19,8661
16375,6.68,2,60000,0,5471,19,37644
10000,11.53,10,65686.4,1,10188,28,31857
20000,19.99,10,110000,0,4041,27,92597
35000,17.57,3,160000,0,4557,30,87299
30000,17.57,1,110000,0,6110,58,78869
20000,14.65,10,75000,0,6018,31,65431
12000,6.92,1,100000,0,6080,31,2063
27000,11.44,5,90000,0,11315,13,32149
15000,12.29,6,62000,0,3645,43,50006
32000,16.55,9,92000,0,4283,23,49455
20000,11.99,7,95000,0,12015,18,33753
11125,17.57,10,46600,6,10280,21,31932
8000,6.24,10,100000,0,7205,29,51855
6000,12.29,1,20000,0,2092,6,5235
16500,9.99,10,77729,0,7997,20,48606
4000,9.99,10,124000,0,4071,30,140491
12425,12.29,0,43212,0,10432,19,21633
13000,12.29,10,40000,0,4772,19,19701
20000,5.32,7,160000,0,4922,10,40512
5000,7.89,4,50000,0,4436,82,96616
5400,12.69,10,75000,0,4802,17,9008
18000,5.93,5,240000,0,7389,25,53697
21000,9.99,7,58000,0,7419,27,77224
25000,17.57,3,93000,0,8393,21,41982
17800,15.61,10,50000,0,6110,23,64602
5000,12.99,2,28000,0,4314,21,48779
5600,9.17,2,103000,0,5379,36,60657
25150,8.18,10,145000,0,6202,21,55340
1925,11.53,7,40000,0,4953,45,1495
16000,10.99,10,75000,2,8362,42,29197
17875,14.65,1,75000,0,5106,21,44470
15000,12.29,10,175000,0,7389,42,31097
13625,17.14,1,31000,0,5014,28,39153
3050,25.99,7,55000,0,4041,16,60292
17000,6.89,5,54054,0,7389,24,19134
20000,12.29,2,100000,0,1666,17,59650
20000,6.92,2,140000,0,4833,14,86321
15100,21.99,5,42000,0,5167,15,19010
25000,7.89,6,94000,0,7571,31,45662
10000,12.69,3,38000,0,2092,16,16864
10000,8.18,8,55000,0,7875,13,25685
15000,8.18,1,115000,0,11588,40,13933
4200,7.89,2,37000,0,3798,9,7731
10000,12.29,10,55000,0,4314,10,12640
11000,13.33,7,41000,1,8605,20,40614
30000,7.89,1,535000,0,6871,25,94011
15000,13.99,10,50000,1,4894,38,23238
5000,5.32,9,80000,0,12623,28,4616
1400,9.17,2,45000,1,4680,24,32760
12000,11.53,0,26400,2,5836,8,25958
20000,14.65,10,108000,2,6628,37,137302
12000,8.18,10,300009,0,3798,17,33837
11200,11.53,5,37000,1,3737,22,29437
35000,21.99,1,325000,0,8880,37,220784
20000,14.65,10,75000,1,5744,24,35464
18350,20.49,10,46000,1,6932,30,32028
7000,11.44,5,47000,0,4010,14,14838
7500,10.64,4,65000,1,4191,35,71709
14400,15.61,10,54000,0,4833,35,51535
35000,14.65,10,100000,0,4191,33,49545
24000,13.33,3,49500,1,5379,41,49038
4000,14.33,0,70000,0,5683,22,35125
4500,15.61,10,60000,0,5410,9,2447
12000,7.26,1,35000,0,10858,24,16175
35000,16.99,10,145000,0,9458,37,34387
7900,16.99,2,53000,0,2092,8,5990
10000,17.86,4,60000,0,8515,28,38003
12000,9.17,10,30000,0,6659,22,16487
22000,7.89,5,196400,0,5045,25,57976
8000,14.85,1,110000,0,5928,22,87873
4000,9.17,3,52000,0,5563,25,86191
30750,16.55,10,83000,0,12199,35,80465
6500,17.57,8,40000,0,5198,23,9652
25000,8.18,10,69000,0,8911,24,67179
14000,12.29,10,58392,0,7358,24,29493
16500,8.18,2,98000,0,6901,21,39996
31725,14.48,3,69000,0,8332,36,105899
35000,17.57,10,94000,0,9336,31,105566
10000,14.65,2,159000,0,11833,22,52990
12000,13.99,10,56000,0,7997,27,40899
25000,13.99,10,79415.7,0,6901,27,27417
12000,10.64,10,250000,0,4528,12,50533
8800,18.55,5,66350,1,5379,26,45477
5000,13.33,10,38000,0,15698,33,42088
21000,18.49,10,81000,0,10311,49,54952
11100,19.52,3,45000,0,6080,9,11591
12000,13.33,10,48000,0,5318,4,4130
30000,20.99,10,75000,0,4953,44,72172
11200,13.33,1,64000,0,3553,15,16913
18000,16.55,10,93000,0,5958,23,77575
11500,16.99,1,75000,1,6171,19,31297
10000,8.18,10,130000,0,5318,17,81677
35000,12.69,1,106000,0,5349,15,148272
4000,10.99,10,60000,0,8546,32,54131
6000,12.69,3,74000,0,6659,39,9904
24000,7.89,4,76000,0,18863,37,41799
34075,17.86,10,71000,0,10372,18,32469
15000,12.29,10,55000,0,4649,18,55909
5000,12.69,8,90000,1,5349,24,54407
28000,12.29,3,190000,0,5318,31,249522
33600,13.99,4,115000,0,4802,11,30499
8000,11.49,9,68000,1,4071,17,50376
8000,6.24,1,70000,0,7175,32,42230
8500,6.24,7,40000,0,5075,14,46629
30000,12.29,10,192000,0,11437,24,45806
7000,12.59,0,47000,0,6355,16,12782
7000,7.49,0,56000,0,9063,35,46992
16000,7.89,1,86500,0,5075,28,98735
16000,10.99,4,60000,0,6110,20,20836
3000,11.49,10,85000,0,4406,15,55174
9000,6.24,10,41995,0,4710,47,156151
25475,16.99,10,65000,0,6355,9,20358
15600,20.99,2,52000,0,3127,7,14255
6000,12.69,1,19000,0,2549,13,126388
35000,12.29,6,210000,0,10188,20,122454
8000,8.19,4,136000,0,5836,17,35615
20000,14.31,4,262000,0,3737,14,61494
6000,6.92,3,75000,0,4802,27,11606
8000,5.32,2,67100,0,5593,22,44285
5000,9.17,2,43000,1,3584,25,43905
10000,12.29,1,56000,3,3857,34,410879
7500,17.14,5,37000,0,9520,36,21467
30000,6.89,5,115000,0,5958,21,40965
14000,13.99,10,41000,0,7663,11,16499
15125,18.49,1,45000,0,3614,11,45581
18000,9.99,10,95000,0,5106,31,120313
11000,11.53,10,49000,0,4894,13,29634
35000,12.69,10,275000,0,14053,60,105331
31000,18.49,10,62000,0,8240,26,26541
6025,16.55,10,80000,0,5198,31,55230
3000,12.29,7,30000,0,4010,19,39390
18000,10.99,3,53176,0,4163,26,32552
35000,19.19,2,95000,0,5805,13,60521
21600,12.29,10,80000,0,1666,4,20689
27000,12.69,1,82000,0,4772,21,47997
15000,12.69,3,96000,1,14206,40,15983
20000,17.86,10,95000,2,5744,43,52530
5600,10.99,1,130000,0,4863,65,255181
22225,12.59,10,62263,0,10127,34,53786
5000,10.99,10,39000,0,5259,27,23200
11200,12.69,6,43200,0,4191,10,22929
21000,7.26,1,200000,0,8454,54,81815
10400,9.17,3,67000,0,8271,24,40515
20000,6.24,8,158500,0,2062,9,41053
20000,7.26,1,94500,1,4191,23,25683
17975,9.99,4,45000,0,5471,55,35104
22625,6.39,10,175000,0,8332,67,158512
10000,18.84,7,33500,1,4375,24,21819
12000,6.39,7,70000,0,3676,18,35033
12000,15.41,1,36192,0,5349,32,37946
10000,13.33,3,35000,0,4406,39,51518
15000,5.32,3,100000,0,6324,24,72144
8000,17.57,1,70000,0,8424,36,26075
20000,13.99,10,62000,0,4772,32,56917
14800,18.99,10,82000,0,4375,29,101995
24000,9.99,5,62986,0,5198,41,73393
9725,17.57,10,73000,0,4528,21,59716
2000,13.18,10,65000,0,4191,36,40068
5000,14.65,10,63000,2,6018,32,109932
8000,12.69,10,65000,1,5744,14,26587
4125,19.24,4,20000,0,3402,14,22147
18000,6.03,1,160000,0,5502,37,111201
2500,12.69,4,45000,0,6018,34,19095
6200,7.89,10,120000,0,4680,28,112554
17775,18.54,10,60700,0,6018,31,54557
3000,9.17,4,85000,3,6171,41,89536
16000,15.61,10,135000,1,7724,22,64165
14550,14.65,10,70000,0,7571,74,138784
18000,6.39,10,145000,0,12898,25,23245
8000,9.17,10,93000,3,6628,17,39040
10500,10.99,8,63000,0,3006,11,21031
35000,21.67,10,102000,0,4922,9,25535
30000,25.78,10,95000,0,5471,28,232133
20000,10.99,10,67000,0,5836,32,25888
3000,12.05,3,30000,0,9611,31,13500
4000,12.59,10,92000,0,13811,31,68244
35000,9.99,10,150000,1,11437,23,120515
6500,12.29,1,42000,0,5563,22,179655
11750,11.53,10,35000,0,7205,16,7227
15000,12.99,9,160000,0,5989,44,28731
6000,13.66,10,134781.06,0,6202,29,38158
12000,13.99,10,65000,2,7724,39,59807
8000,13.33,2,35000,2,8089,12,7738
8000,10.99,9,147000,0,6993,19,53460
22375,19.24,6,51000,1,6779,16,28162
35000,21.99,1,72000,0,7175,29,38001
16000,17.86,7,68000,0,11802,20,58251
22000,10.99,2,60000,0,6383,14,39280
18000,17.86,4,61000,0,3737,13,70946
13000,9.17,1,75000,0,9124,15,69136
12000,11.53,1,55000,0,3006,14,29094
6000,10.99,1,38000,0,3737,18,50803
11000,8.18,2,86000,1,4436,43,102208
20000,10.99,0,60000,0,5440,17,27565
35000,7.89,1,400000,0,10432,44,312289
15000,14.48,10,83000,0,14694,39,129063
10000,17.57,4,47000,0,6171,9,21668
11800,6.92,10,103000,1,8120,29,92234
12000,17.57,10,120000,0,7054,40,60449
14600,18.25,10,46000,0,5287,20,31235
4750,11.44,3,10000,0,1819,7,5410
24000,17.57,8,800000,3,8666,22,63242
24000,11.53,7,97000,0,6720,19,53254
10800,17.86,7,47000,1,7205,47,63914
2200,12.29,1,70000,0,2914,5,14006
22000,10.99,10,50000,0,8120,48,46597
20275,10.99,10,82000,0,5836,39,79155
25000,13.99,5,87500,0,7113,47,50539
8000,12.59,8,830000,0,5471,45,48413
10000,7.89,0,37000,0,9277,31,36259
30000,14.65,1,90000,0,6536,37,13599
10350,17.57,1,91233,0,5410,12,131025
12000,11.53,2,82000,0,6932,39,108563
9000,12.29,10,45000,0,6171,15,12362
30000,25.78,10,95000,0,7541,43,62666
9600,12.69,6,32240,0,2702,9,28052
10775,11.53,1,22000,0,1453,11,9815
7500,15.61,10,70000,0,5167,20,11089
3200,7.26,10,78000,0,3798,16,4388
16000,12.69,4,62000,0,4557,16,32514
24000,8.18,10,55000,1,7602,51,40196
19200,13.99,10,66408,0,6141,32,145269
22400,6.89,1,148000,0,8880,28,91400
15000,11.53,10,70000,2,4191,38,28693
16000,16.99,10,65000,1,4191,9,9900
18000,13.18,10,90000,0,4741,19,59147
25000,12.69,10,103000,1,5652,20,32934
1000,9.17,5,60150,0,4467,53,11005
18000,12.59,10,65000,1,12199,11,5017
2500,5.32,10,62000,0,10066,33,35888
35000,17.86,6,76000,0,10188,27,32276
25000,11.22,10,60000,0,8605,31,60807
35000,9.99,10,203000,1,9367,34,66337
15000,7.89,2,65000,0,2883,9,43160
22950,24.5,10,74400,0,4344,24,68712
30000,21.99,10,85000,0,7236,32,69559
10000,16.55,4,40000,0,7571,14,43395
2600,15.61,3,18528,0,7663,24,12684
5500,7.89,10,55586.45,0,8971,24,46738
12000,12.29,6,118000,0,6110,55,129224
2800,10.99,10,48000,0,5958,17,10776
10800,14.65,2,50000,0,4680,25,36658
20000,11.22,5,93000,1,5593,17,11306
11200,17.86,7,35000,0,5287,19,26255
6000,6.89,2,45000,0,5471,13,21054
6500,6.92,0,22000,0,10828,30,6168
20000,10.49,5,85000,0,10585,57,90014
10000,14.65,10,91000,0,7358,14,3443
12000,12.59,5,32400,0,3402,24,26412
5200,6.89,10,60000,0,4894,21,60269
20000,13.33,6,110000,0,4863,24,78012
2500,15.99,5,85000,1,5075,27,40445
5500,9.17,5,55000,0,8028,11,51631
21400,6.99,2,60000,1,4436,25,87884
21000,5.32,10,217000,1,6018,40,100942
8000,7.89,4,38000,0,4283,11,20057
13000,8.18,5,48000,0,2184,11,40029
10000,15.61,1,55000,0,3006,20,31572
4500,8.18,1,90000,0,2245,17,30521
28000,7.26,5,200000,0,11254,55,150670
6000,6.24,7,72000,0,10554,23,43125
8000,6.89,2,48000,0,5410,28,23764
17500,16.99,10,59000,0,4497,16,60854
20000,8.18,3,85000,0,3888,20,20364
16000,11.53,2,90000,0,10919,41,65416
22000,14.31,10,86000,0,9670,28,43367
7500,6.24,1,81500,0,5958,26,23965
15000,6.89,8,138000,0,6901,44,52689
10000,24.99,10,63000,1,5624,7,20754
35000,9.17,10,125000,0,5137,22,74496
14250,12.69,10,34000,0,3158,15,13647
1200,12.69,10,23000,0,5228,6,32514
30000,13.33,10,80000,0,6049,14,35703
21500,13.33,10,69000,2,5137,29,18704
12000,8.18,2,95000,0,6475,34,61321
35000,12.29,10,80000,0,7571,38,28579
13000,11.53,10,60000,0,7328,12,57657
8950,12.99,3,93000,2,5137,22,10032
35000,21.99,10,184000,0,7997,72,329920
12500,22.99,10,70000,0,4833,21,44360
23325,25.57,10,58459,0,9581,12,38489
16000,11.53,3,42000,0,4741,23,22498
5000,9.17,10,80000,1,7602,20,17965
24000,5.32,10,150000,0,7144,29,47168
12000,8.18,4,30000,1,1819,13,26945
16000,13.99,10,65000,0,3767,16,39565
10000,12.69,3,50000,0,3553,14,24874
8000,7.89,9,40000,0,3706,5,3344
12000,8.18,8,60000,0,5502,33,45946
12000,13.99,5,67000,4,5410,37,126324
8000,11.53,3,70000,0,6263,27,76777
20775,18.55,1,47250,3,14268,28,53498
20000,18.25,8,100000,0,4375,10,38026
5000,10.99,10,78000,0,3433,13,12140
22075,15.61,7,70000,0,3219,14,26374
32000,9.99,1,240000,0,6141,24,307114
6225,9.49,1,61500,0,2975,11,41852
6000,10.99,10,81550,0,8880,32,119173
6400,11.53,8,35000,0,10007,27,7773
